Corpus	Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std
RE01-Klinger	li-ps_li-ps-s-v	77.43	13.33	58.54	10.36	80.91	9.82
RE01-Klinger	pt_pt-e	74.37	9.04	58.53	7.91	80.27	6.24
RE02-Sänger	lt-pt_lt-pt-e-l-s-t	53.5	10.42	58.53	7.57	62.29	8.84
RE04-Guhr	li-pt_li-pt-e-n-s-t	61.24	6.67	58.53	4.96	64.92	5.64
RE02-Sänger	lt-pt_lt-pt-e-l-n-t-s	53.5	10.42	58.53	7.57	62.29	8.84
RE03-Du	sc_sc-e-l-v-s	63.53	7.78	58.52	4.62	64.91	6.2
RE03-Du	sc_sc-e-v-s	63.53	7.78	58.52	4.62	64.91	6.2
RE03-Du	sc_sc-n-l-v	62.31	7.91	58.52	5.33	64.13	6.97
RE05-Prettenhofer	sc_sc-n-l-s	58.45	3.58	58.52	3.68	59.3	3.63
SM03-Narr	lt_lt-e-l	53.74	4.63	58.52	4.95	60.57	4.49
RE03-Du	sc_sc-n-v	62.31	7.91	58.52	5.33	64.13	6.97
RE05-Prettenhofer	sc_sc-n-s	58.45	3.58	58.52	3.68	59.3	3.63
RE02-Sänger	lt_r-e	55.57	9.54	58.52	9.36	63.35	8.79
RE03-Du	sc_sc-n-v	62.31	7.91	58.52	5.33	64.13	6.97
NA01-Bütow	sc-ps_sc-ps-e-l-s-t-v	51.98	11.83	58.52	9.34	58.04	9.5
NA01-Bütow	sc-ps_sc-ps-e-n-s-t-v	51.98	11.83	58.52	9.34	58.04	9.5
NA01-Bütow	sc-ps_sc-ps-e-l-n-t-s-v	51.98	11.83	58.52	9.34	58.04	9.5
SM06-Momtazi	ss_ss-n-l-v-s	56.29	7.9	58.51	6.34	59.75	6.56
SM06-Momtazi	ss_ss-n-v-s	56.29	7.9	58.51	6.34	59.75	6.56
MI01-Clematide	lt-pt_lt-pt-s	52.01	11.76	58.51	11.35	58.3	11.9
RE03-Du	sc_sc-l-v-s	63.52	7.78	58.5	4.61	64.89	6.2
RE03-Du	sc_sc-v-s	63.52	7.78	58.5	4.61	64.89	6.2
MI01-Clematide	li_r-n	52.25	12.16	58.5	11.43	58.25	12.13
RE01-Klinger	ss-ps_ss-ps-n-v	77.29	11.45	58.5	7.07	81.03	8.24
RE05-Prettenhofer	c_r-t	57.22	5.43	58.5	5.86	59.12	5.7
RE03-Du	sc_sc-s-v	63.52	7.78	58.5	4.61	64.89	6.2
SM06-Momtazi	lt_r-e-l-n-t-v	55.94	8.31	58.5	6.16	60	6.3
NA01-Bütow	sc-ps_sc-ps-l-n-s-t-v	51.95	11.84	58.5	9.34	58.02	9.51
SM06-Momtazi	lt_lt-e-l-t-v	56.88	5.44	58.49	4.94	59.87	5.12
RE01-Klinger	ps_ps-e-v	74.95	10.38	58.49	8.06	79.94	7.41
RE04-Guhr	sc-ps_sc-ps-n	61.46	6.35	58.49	5.23	65.17	5.59
RE01-Klinger	c_r-s	72.75	10.96	58.49	10.02	79.16	7.84
RE05-Prettenhofer	ps_ps-e-l-n-t	57.94	4.65	58.49	5.81	59.26	5.56
SM06-Momtazi	lt_lt-e-l-n-t-v	56.88	5.44	58.49	4.94	59.87	5.12
RE04-Guhr	ss-pt_ss-pt-e-l-s-t	60.71	5.84	58.49	4.47	64.74	4.89
RE04-Guhr	ss-pt_ss-pt-e-n-s-t	60.71	5.84	58.49	4.47	64.74	4.89
RE04-Guhr	ss-pt_ss-pt-e-l-n-t-s	60.71	5.84	58.49	4.47	64.74	4.89
RE04-Guhr	li_li-e-l-v	66.91	10.74	58.48	9.25	65.71	9.93
SM04-Mozetič	lt_lt-e-l-v	54.37	6.92	58.48	5.24	59.75	4.88
RE04-Guhr	li_r-e-v	64.24	11.39	58.48	8.54	64.32	10.5
RE05-Prettenhofer	lt_lt-e-s	59.65	4.5	58.46	6.77	59.37	6.4
RE05-Prettenhofer	c_r-e-l-n-s	56.85	4.61	58.46	4.39	59.15	4.34
NA01-Bütow	lt_lt-e-n-t-v	54.42	7.3	58.45	6.62	58.36	6.6
NA01-Bütow	lt_lt-e-t-v	54.42	7.3	58.45	6.62	58.36	6.6
RE01-Klinger	ss_ss	79.41	12.59	58.45	9.63	82.39	10
RE01-Klinger	ss_ss-l	79.41	12.59	58.45	9.63	82.39	10
RE05-Prettenhofer	li-pt_li-pt-e-l-n-s	57.32	4.39	58.45	4.22	59.13	4.25
RE05-Prettenhofer	r_r-e-l-n-s-v	58.84	5.71	58.45	5.57	58.94	5.58
RE04-Guhr	pt_pt-e-l-n-t	62.23	7.06	58.45	5.23	65.49	5.58
RE04-Guhr	li_li-e-s	63.98	7.28	58.44	5.69	66.03	5.96
RE01-Klinger	li_r-n-v	75.25	12.26	58.44	9.12	79.72	9.04
RE05-Prettenhofer	ss_r-e-l-n-s-v	59.17	4.93	58.44	4.55	58.89	4.73
SM06-Momtazi	sc_sc-e-n-l-v	57.28	6.15	58.43	4.47	59.89	5.04
SM06-Momtazi	sc_sc-e-n-v	57.28	6.15	58.43	4.47	59.89	5.04
SM04-Mozetič	ss_ss-e-l-v	55.5	7.86	58.43	5.53	59.99	5.54
RE02-Sänger	pt_pt-e-l-s-t-v	55.54	9.84	58.43	7.76	63.06	7.6
SM03-Narr	sc-ps_sc-ps-e-l-s-t-v	54.71	8.25	58.43	6.08	60.38	5.91
RE02-Sänger	lt-pt_lt-pt-e-n-s-t	53.3	10.47	58.43	7.64	62.16	8.94
SM03-Narr	sc-ps_sc-ps-e-n-s-t-v	54.71	8.25	58.43	6.08	60.38	5.91
RE02-Sänger	pt_pt-e-l-n-t-s-v	55.54	9.84	58.43	7.76	63.06	7.6
SM03-Narr	sc-ps_sc-ps-e-l-n-t-s-v	54.71	8.25	58.43	6.08	60.38	5.91
RE04-Guhr	ss_ss-e-n-l-v	67.83	12.09	58.42	9.06	66.08	11.97
RE04-Guhr	ss_ss-e-n-v	67.83	12.09	58.42	9.06	66.08	11.97
SM04-Mozetič	ss_ss-e-v	55.5	7.86	58.42	5.53	59.99	5.54
SM04-Mozetič	ss_ss-e-v	55.5	7.86	58.42	5.53	59.99	5.54
RE01-Klinger	ps_ps-l-v	76.71	11.53	58.42	7.92	80.78	8.24
RE01-Klinger	li_li-l	78.57	13.68	58.41	10.62	81.82	10.51
RE05-Prettenhofer	lt-ps_lt-ps-e-v	61.34	5.43	58.4	6.91	58.92	6.73
SM02-Sidarenka	ss-ps_ss-ps-e-l-n-s-v	58.67	7.85	58.4	5.34	64.13	4.94
RE05-Prettenhofer	lt-pt_lt-pt-e-l-n-t	59.96	5.34	58.4	7.19	59.12	7.1
RE02-Sänger	lt_lt-n-l-s	54.32	10.69	58.39	8.07	62.57	9.13
NA01-Bütow	lt_lt-n-t-v	54.36	7.34	58.39	6.65	58.32	6.62
NA01-Bütow	lt_lt-t-v	54.36	7.34	58.39	6.65	58.32	6.62
NA01-Bütow	lt_lt-t-v	54.36	7.34	58.39	6.65	58.32	6.62
SM01-Cieliebak	lt-ps_lt-ps-e-l-n-t-v	53.25	6.68	58.38	4.85	60.18	4.67
SM02-Sidarenka	ss-ps_ss-ps-e-l-s-t-v	58.48	7.82	58.38	5.35	64.09	4.9
SM02-Sidarenka	ss-ps_ss-ps-e-n-s-t-v	58.48	7.82	58.38	5.35	64.09	4.9
SM02-Sidarenka	ss-ps_ss-ps-e-l-n-t-s-v	58.48	7.82	58.38	5.35	64.09	4.9
SM04-Mozetič	sc_sc-e-n-t-v	54.6	7.58	58.37	5.06	59.59	5.22
LT01-Zehe	sc_sc-e-n-t-v	56.16	8.3	58.37	7.36	59.15	7.17
SM04-Mozetič	sc_sc-e-l-t-v	54.6	7.58	58.37	5.06	59.59	5.22
LT01-Zehe	sc_sc-e-l-t-v	56.16	8.3	58.37	7.36	59.15	7.17
LT01-Zehe	sc_sc-n-l-t-v	56.16	8.3	58.37	7.36	59.15	7.17
SM04-Mozetič	sc_sc-e-t-v	54.6	7.58	58.37	5.06	59.59	5.22
LT01-Zehe	sc_sc-e-t-v	56.16	8.3	58.37	7.36	59.15	7.17
LT01-Zehe	sc_sc-n-t-v	56.16	8.3	58.37	7.36	59.15	7.17
LT01-Zehe	sc_sc-l-t-v	56.16	8.3	58.37	7.36	59.15	7.17
LT01-Zehe	sc_sc-t-v	56.16	8.3	58.37	7.36	59.15	7.17
RE01-Klinger	c_r-e	74	11.21	58.37	9.08	79.72	8.14
LT01-Zehe	sc_sc-t-v	56.16	8.3	58.37	7.36	59.15	7.17
RE01-Klinger	li-pt_li-pt-s	74.73	11.19	58.37	9.43	80.1	8.15
RE05-Prettenhofer	ss-ps_ss-ps-e-l-n-s	56.98	4.32	58.37	4.06	59.07	4.08
SM04-Mozetič	sc_sc-e-l-n-t-v	54.6	7.58	58.37	5.06	59.59	5.22
LT01-Zehe	sc_sc-e-l-n-t-v	56.16	8.3	58.37	7.36	59.15	7.17
RE05-Prettenhofer	li_li-e-n	58.77	4.65	58.36	6.15	59.07	5.96
RE02-Sänger	lt-pt_lt-pt-t	53.77	10.8	58.36	8.4	61.97	9.88
SM01-Cieliebak	li_li-e-t-v-s	53.33	8.11	58.35	5.78	60	5.79
SM03-Narr	lt_lt-e	53.22	4.38	58.35	4.72	60.3	4.3
SM03-Narr	sc-ps_sc-ps-e	51.92	4.91	58.35	4.59	60.3	4.35
RE05-Prettenhofer	lt_lt-s	59.47	4.56	58.35	6.77	59.25	6.41
NA02-Ploch	c_r-l-v	56.77	15.03	58.35	11.43	61.95	11.53
SM01-Cieliebak	li-ps_li-ps-e-l-n-t-v	53.31	7.64	58.35	5.54	60.15	5.56
SM01-Cieliebak	li_li-e-n-s-t-v	53.33	8.11	58.35	5.78	60	5.79
SM06-Momtazi	sc_sc-e-n-v-s	56.05	7.3	58.34	5.5	59.64	5.74
RE01-Klinger	lt_lt-e-n-l	75.55	12.17	58.34	9.41	80.35	9.27
SM06-Momtazi	lt_lt-l-v-s	56.82	8.62	58.34	7.61	60	7.59
RE05-Prettenhofer	lt-pt_lt-pt-t	59.82	5.39	58.34	7.19	59.05	7.12
SM06-Momtazi	sc_sc-e-l-n-s-v	56.05	7.3	58.34	5.5	59.64	5.74
RE02-Sänger	sc-pt_sc-pt-e-l-n-t	53.43	10.05	58.34	7.51	62.13	8.65
MI01-Clematide	c_r-e-l-n-t-v	53.07	15.28	58.34	10.49	58.75	11.48
RE04-Guhr	ss_r-e-l-n-t-v	63.75	8.02	58.34	5.28	64.92	6.63
LT01-Zehe	sc_sc-e-n-l-v	56.33	7.63	58.33	7.02	59.26	6.69
RE04-Guhr	lt_lt-e-n-l-s	61.88	5.22	58.33	3.87	65.35	4.25
LT01-Zehe	sc_sc-e-n-v	56.33	7.63	58.33	7.02	59.26	6.69
LT01-Zehe	sc_sc-n-l-v	56.33	7.63	58.33	7.02	59.26	6.69
LT01-Zehe	sc_sc-n-v	56.33	7.63	58.33	7.02	59.26	6.69
RE04-Guhr	sc-pt_sc-pt-e	63.27	7.29	58.33	6.09	65.54	6.55
RE01-Klinger	ss-pt_ss-pt-n	74.94	9.6	58.33	7.87	80.35	6.94
LT01-Zehe	sc_sc-n-v	56.33	7.63	58.33	7.02	59.26	6.69
RE01-Klinger	li-ps_li-ps-s	74.36	11.69	58.33	9.42	79.8	8.51
NA01-Bütow	sc-pt_sc-pt-s-v	52.42	11.78	58.33	9.37	57.72	9.62
RE04-Guhr	lt_lt-e-l-n-s	61.88	5.22	58.33	3.87	65.35	4.25
RE04-Guhr	lt-pt_lt-pt-l-n-s-t	60.73	6.17	58.33	4.67	64.63	5.24
SM06-Momtazi	lt_lt-e-n-t-v	56.53	5.28	58.32	4.96	59.66	5.15
LT01-Zehe	li_li-e-l-s	51.26	10.76	58.32	10.26	58.35	10.84
SM06-Momtazi	lt_lt-e-t-v	56.53	5.28	58.32	4.96	59.66	5.15
RE01-Klinger	sc_sc-l-v-s	79.32	14.97	58.32	9.45	81.66	11.01
MI01-Clematide	li_li-e-s	52.07	11.37	58.32	10.75	58	11.35
LT01-Zehe	li_li-l-s	51.26	10.76	58.32	10.26	58.35	10.84
RE01-Klinger	sc_sc-v-s	79.32	14.97	58.32	9.45	81.66	11.01
RE01-Klinger	li-ps_li-ps-e-v	78.55	14.32	58.32	10.01	81.28	10.68
MI01-Clematide	li_li-s	52.07	11.37	58.32	10.75	58	11.35
RE01-Klinger	sc_sc-s-v	79.32	14.97	58.32	9.45	81.66	11.01
RE01-Klinger	li-pt_li-pt-l-v	78.8	14.08	58.32	9.45	81.48	10.34
RE04-Guhr	lt_r-e-l-n-s	61.64	6.13	58.32	4.54	65.19	5.13
NA01-Bütow	ss-pt_ss-pt-e-l-n-s-v	51.4	12.43	58.32	9.52	57.83	9.64
NA02-Ploch	c_r-e-n-s-t-v	52.98	18.31	58.32	15.53	60.99	15.09
RE05-Prettenhofer	li_li-e-l-v	62.43	7.59	58.31	10.97	58.93	10.58
SM03-Narr	sc-pt_sc-pt-e	51.86	4.88	58.31	4.45	60.24	4.3
NA01-Bütow	ss-pt_ss-pt-n-v	51.95	11.65	58.31	9.21	57.86	9.3
RE04-Guhr	sc-pt_sc-pt-e-l-s-t	60.64	5.82	58.31	4.62	64.54	4.95
RE04-Guhr	sc-pt_sc-pt-e-n-s-t	60.64	5.82	58.31	4.62	64.54	4.95
RE04-Guhr	sc-pt_sc-pt-e-l-n-t-s	60.64	5.82	58.31	4.62	64.54	4.95
SM06-Momtazi	sc-pt_sc-pt-e-v	56	7.99	58.3	6.42	59.83	6.45
SM04-Mozetič	sc_sc-e-n-l-v	54.69	7.44	58.29	4.91	59.54	5.08
SM04-Mozetič	sc_sc-e-n-v	54.69	7.44	58.29	4.91	59.54	5.08
NA01-Bütow	lt_lt-e-n-v	54.48	7.18	58.29	6.65	58.22	6.55
RE01-Klinger	sc-ps_sc-ps	75.32	8.91	58.29	7.71	80.61	6.29
RE01-Klinger	lt_r-e-v	76.39	13.52	58.29	9.65	80.24	9.72
RE01-Klinger	lt-pt_lt-pt-e-v	78.8	16.08	58.29	10.37	81.18	12.93
RE02-Sänger	li_li-l	56.36	10.53	58.29	9.67	63.26	9.46
RE01-Klinger	sc-ps_sc-ps-l	75.32	8.91	58.29	7.71	80.61	6.29
SM06-Momtazi	sc-pt_sc-pt-e-l-n-t-v	54.98	6.53	58.29	4.75	59.63	4.91
SM06-Momtazi	li_li-e-n-l-v	56.5	7.75	58.28	5.89	59.9	6.14
RE05-Prettenhofer	lt_lt-e-l-s	59.81	4.27	58.28	6.81	59.23	6.42
RE02-Sänger	sc_sc-n-l-s	55	8.58	58.28	6.6	62.87	7.24
SM03-Narr	sc_sc-l-v-s	54.39	9.63	58.28	6.83	59.71	7.02
RE02-Sänger	sc_sc-n-s	55	8.58	58.28	6.6	62.87	7.24
SM03-Narr	sc_sc-v-s	54.39	9.63	58.28	6.83	59.71	7.02
MI01-Clematide	lt_lt	53.66	12.04	58.28	11.06	58.15	12.08
MI01-Clematide	lt_lt-e	53.66	12.04	58.28	11.06	58.15	12.08
RE04-Guhr	lt-pt_lt-pt-t	63.88	9.6	58.28	7.71	65.25	9.39
MI01-Clematide	sc-pt_sc-pt-s	51.99	11.82	58.28	11.29	57.89	12.08
SM03-Narr	sc_sc-s-v	54.39	9.63	58.28	6.83	59.71	7.02
RE05-Prettenhofer	c_r-e-n-s-t	55.65	5.34	58.28	4.35	58.88	4.38
RE01-Klinger	li-ps_li-ps-l-v	78.3	15.3	58.27	10.47	81.03	11.51
RE05-Prettenhofer	sc-ps_sc-ps-e-l-n-s	56.92	4.25	58.27	4.12	58.96	4.12
NA01-Bütow	ss-pt_ss-pt-e-l-n-t-v	51.74	11.77	58.27	9.24	57.81	9.37
MI01-Clematide	li_li-e-l-t-s	51.81	9.17	58.26	8.7	58.19	9.2
MI01-Clematide	li_li-n-l-t-s	51.81	9.17	58.26	8.7	58.19	9.2
MI01-Clematide	li_li-l-t-s	51.81	9.17	58.26	8.7	58.19	9.2
RE04-Guhr	sc-ps_sc-ps-e	62.94	6.6	58.26	5.54	65.53	5.58
RE01-Klinger	pt_pt-e-v	75.56	10.76	58.26	8.76	80.24	7.82
RE05-Prettenhofer	li_li-n	58.63	4.7	58.26	6.18	58.97	5.99
MI01-Clematide	sc-ps_sc-ps-t	52.13	11.02	58.26	10.33	58.08	10.9
MI01-Clematide	sc-ps_sc-ps-e-l-n-t	52.13	11.02	58.26	10.33	58.08	10.9
MI01-Clematide	li_li-e-l-s-t	51.81	9.17	58.26	8.7	58.19	9.2
MI01-Clematide	li_li-l-n-s-t	51.81	9.17	58.26	8.7	58.19	9.2
MI01-Clematide	li_li-e-l-n-t-s	51.81	9.17	58.26	8.7	58.19	9.2
SM03-Narr	sc_sc-e-n-l-s	53.44	5.29	58.25	5.01	60.5	4.8
SM06-Momtazi	sc_sc-e-t-v-s	55.76	6.9	58.25	5.05	59.56	5.3
SM06-Momtazi	sc_sc-n-l-t-v	56.45	6.57	58.25	4.88	59.48	5.43
SM03-Narr	sc_sc-e-n-s	53.44	5.29	58.25	5.01	60.5	4.8
SM06-Momtazi	sc_sc-n-t-v	56.45	6.57	58.25	4.88	59.48	5.43
SM06-Momtazi	sc_sc-l-t-v	56.45	6.57	58.25	4.88	59.48	5.43
SM06-Momtazi	sc_sc-t-v	56.45	6.57	58.25	4.88	59.48	5.43
SM06-Momtazi	sc_sc-t-v	56.45	6.57	58.25	4.88	59.48	5.43
RE05-Prettenhofer	lt-ps_lt-ps-l-v	61.18	5.59	58.25	7.08	58.75	6.92
SM03-Narr	sc_sc-e-l-n-s	53.44	5.29	58.25	5.01	60.5	4.8
NA02-Ploch	c_r-e-l-n-s-v	55.74	15.22	58.25	12.41	61.62	12.2
SM06-Momtazi	sc_sc-e-l-s-t-v	55.76	6.9	58.25	5.05	59.56	5.3
RE04-Guhr	pt_pt-e-n-s-t-v	61.2	7.87	58.25	6.05	64.15	6.59
SM06-Momtazi	sc_sc-e-n-s-t-v	55.76	6.9	58.25	5.05	59.56	5.3
SM06-Momtazi	sc_sc-e-l-n-t-s-v	55.76	6.9	58.25	5.05	59.56	5.3
NA01-Bütow	lt_lt-e-l-v	55.24	8	58.24	6.81	58.16	7.07
NA01-Bütow	lt_lt-n-v	54.42	7.23	58.24	6.68	58.18	6.58
NA01-Bütow	lt_lt-n-v	54.42	7.23	58.24	6.68	58.18	6.58
NA01-Bütow	ss-pt_ss-pt-t-v	51.71	11.79	58.24	9.24	57.79	9.37
RE02-Sänger	lt-ps_lt-ps-e-l-n-t	53.58	10.11	58.24	7.84	62.04	9.06
NA02-Ploch	c_r-e-l-n-t-v	56.42	16.45	58.24	14	62.03	13.59
SM06-Momtazi	lt-pt_lt-pt-e-l-n-t-v	56.34	5.94	58.24	5.23	59.8	5.31
MI01-Clematide	li_li-e-l	52.63	10.77	58.23	10.63	57.83	11.27
RE01-Klinger	lt-ps_lt-ps	76.98	12.81	58.23	10.2	81.03	10.45
MI01-Clematide	sc-pt_sc-pt-n	51.99	10.19	58.23	9.52	57.85	10.36
MI01-Clematide	li_li-l	52.63	10.77	58.23	10.63	57.83	11.27
RE04-Guhr	lt_lt-e-l-t-v	64.23	12.87	58.22	9.45	63.8	12.29
RE01-Klinger	ss_ss-e-n-l	78.31	11.03	58.22	8.03	82.02	8.43
RE01-Klinger	ss_ss-e-n	78.31	11.03	58.22	8.03	82.02	8.43
RE01-Klinger	lt-ps_lt-ps-l	77.03	12.75	58.22	10.2	81.06	10.27
RE02-Sänger	pt_pt-e-l-n-s-v	55.54	9.86	58.22	7.64	62.87	7.56
RE04-Guhr	lt_lt-e-l-n-t-v	64.23	12.87	58.22	9.45	63.8	12.29
RE04-Guhr	li-pt_li-pt-e-l-s-t	60.7	6.4	58.22	4.75	64.49	5.43
RE04-Guhr	li-pt_li-pt-e-l-n-t-s	60.7	6.4	58.22	4.75	64.49	5.43
RE03-Du	sc_sc-e-n-v-s	61.16	7.26	58.21	5.31	63.75	6.28
RE03-Du	sc_sc-e-t-v-s	60.75	7.64	58.21	5.72	63.57	6.6
RE03-Du	sc_sc-e-l-n-s-v	61.16	7.26	58.21	5.31	63.75	6.28
RE03-Du	sc_sc-e-l-s-t-v	60.75	7.64	58.21	5.72	63.57	6.6
RE03-Du	sc_sc-e-n-s-t-v	60.75	7.64	58.21	5.72	63.57	6.6
SM01-Cieliebak	lt_r-e-n-s-t-v	52.65	8.63	58.21	6.28	59.86	6.18
RE03-Du	sc_sc-e-l-n-t-s-v	60.75	7.64	58.21	5.72	63.57	6.6
RE03-Du	sc_sc-n-l-v-s	61.15	7.26	58.2	5.3	63.74	6.27
RE03-Du	sc_sc-n-t-v-s	60.74	7.64	58.2	5.71	63.56	6.59
RE03-Du	sc_sc-l-t-v-s	60.74	7.64	58.2	5.71	63.56	6.59
RE03-Du	sc_sc-n-v-s	61.15	7.26	58.2	5.3	63.74	6.27
RE03-Du	sc_sc-t-v-s	60.74	7.64	58.2	5.71	63.56	6.59
RE02-Sänger	lt_lt	54.99	9.87	58.2	9.7	62.53	9.15
SM01-Cieliebak	li-pt_li-pt-e-l-n-s-v	53.01	7.89	58.2	5.54	59.81	5.59
SM01-Cieliebak	sc-pt_sc-pt-e-l-n-t-v	53.12	7.45	58.2	5.1	59.9	5
NA01-Bütow	ss-pt_ss-pt-e-l-s-t-v	51.09	12.59	58.2	9.66	57.72	9.78
NA01-Bütow	lt_r-e-n-s-t-v	51.33	12.37	58.2	10.19	57.76	10.26
NA01-Bütow	ss-pt_ss-pt-e-n-s-t-v	51.09	12.59	58.2	9.66	57.72	9.78
RE03-Du	sc_sc-l-n-s-t-v	60.74	7.64	58.2	5.71	63.56	6.59
NA01-Bütow	ss-pt_ss-pt-e-l-n-t-s-v	51.09	12.59	58.2	9.66	57.72	9.78
RE05-Prettenhofer	lt-ps_lt-ps-v	61.11	5.52	58.19	6.95	58.69	6.8
RE02-Sänger	sc_r-e-v	56.97	7.96	58.19	5.73	63.79	5.54
RE01-Klinger	li-ps_li-ps-t	75.05	13.04	58.19	10.1	79.89	10.55
RE05-Prettenhofer	lt-ps_lt-ps-e-l-n-s	56.94	4.02	58.19	3.73	58.9	3.75
SM03-Narr	ss_ss-e-n-l-t	53.9	5.06	58.18	4.48	60.2	4.58
SM03-Narr	ss_ss-e-n-t	53.9	5.06	58.18	4.48	60.2	4.58
SM03-Narr	ss_ss-e-l-t	53.9	5.06	58.18	4.48	60.2	4.58
SM03-Narr	ss_ss-e-t	53.9	5.06	58.18	4.48	60.2	4.58
NA01-Bütow	lt_lt-l-v	55.18	8.05	58.18	6.84	58.12	7.09
RE05-Prettenhofer	lt_lt-l-s	59.64	4.33	58.18	6.81	59.12	6.42
RE01-Klinger	lt_r-n-v	75.79	12.93	58.18	9.59	80.02	9.42
NA01-Bütow	lt_lt-l-v	55.18	8.05	58.18	6.84	58.12	7.09
SM03-Narr	ss_ss-e-l-n-t	53.9	5.06	58.18	4.48	60.2	4.58
RE02-Sänger	r_r-e-l-n-t-v	55.59	10.14	58.18	7.6	62.98	7.53
SM06-Momtazi	lt-pt_lt-pt-e-n-s-t-v	54.85	6.88	58.18	5.29	59.51	5.37
NA01-Bütow	ss-pt_ss-pt-l-n-s-t-v	51.07	12.61	58.18	9.66	57.69	9.79
SM06-Momtazi	ss_ss-n-l-t-v	57.44	7.54	58.17	6.09	59.77	6.65
RE04-Guhr	sc_sc-e-n-l	63.6	7.78	58.17	5.96	65.43	7.21
RE04-Guhr	lt_lt-e-n-s	61.52	5.41	58.17	3.98	65.12	4.46
SM06-Momtazi	ss_ss-n-t-v	57.44	7.54	58.17	6.09	59.77	6.65
SM06-Momtazi	ss_ss-l-t-v	57.44	7.54	58.17	6.09	59.77	6.65
RE04-Guhr	sc_sc-e-n	63.6	7.78	58.17	5.96	65.43	7.21
SM06-Momtazi	ss_ss-t-v	57.44	7.54	58.17	6.09	59.77	6.65
RE01-Klinger	li_r-e	75.9	11.84	58.17	9.13	80.65	8.56
SM06-Momtazi	ss_ss-t-v	57.44	7.54	58.17	6.09	59.77	6.65
RE04-Guhr	sc_sc-e-l-s	65.53	6.26	58.16	5.19	66.58	4.58
RE04-Guhr	ss_ss-n-l-v	67.46	12.37	58.16	9.35	65.74	12.4
RE04-Guhr	sc_sc-e-s	65.53	6.26	58.16	5.19	66.58	4.58
RE04-Guhr	ss_ss-n-v	67.46	12.37	58.16	9.35	65.74	12.4
MI01-Clematide	sc-pt_sc-pt	52.28	11.22	58.16	10.56	57.74	11.49
SM03-Narr	li_li-e	52.89	5.41	58.16	4.9	60.34	4.71
MI01-Clematide	sc-pt_sc-pt-e	52.28	11.22	58.16	10.56	57.74	11.49
RE04-Guhr	li_r-n	61.86	7.87	58.16	6.1	64.91	7.04
RE04-Guhr	ss_ss-n-v	67.46	12.37	58.16	9.35	65.74	12.4
MI01-Clematide	sc-pt_sc-pt-l	52.28	11.22	58.16	10.56	57.74	11.49
RE05-Prettenhofer	li-ps_li-ps-e-l-n-s	56.92	4.34	58.16	4.11	58.83	4.17
SM02-Sidarenka	ss_r-e-l-n-t-v	58.7	6.17	58.16	3.66	64.35	3.02
RE04-Guhr	li_r-e-l-n-s	61.39	6.04	58.15	4.47	65	5.03
LT01-Zehe	sc_sc-e-l-s	52.13	11.14	58.14	10.37	58.09	11.11
LT01-Zehe	sc_sc-e-s	52.13	11.14	58.14	10.37	58.09	11.11
LT01-Zehe	sc_sc-l-s	52.13	11.14	58.14	10.37	58.09	11.11
LT01-Zehe	sc_sc-s	52.13	11.14	58.14	10.37	58.09	11.11
RE04-Guhr	pt_pt-s-v	62.02	9.36	58.14	6.98	64.2	8.15
RE04-Guhr	ss-pt_ss-pt-l-n-s-t	60.12	6.02	58.14	4.61	64.28	5.07
RE05-Prettenhofer	li_li-l-v	62.25	7.69	58.13	11.02	58.73	10.66
MI01-Clematide	li-pt_li-pt-n	51.93	11	58.13	10.39	57.82	10.95
RE05-Prettenhofer	li_li-l-v	62.25	7.69	58.13	11.02	58.73	10.66
RE05-Prettenhofer	ps_ps-e-l-s-t	55.59	4.68	58.13	4.14	58.73	4.13
RE04-Guhr	li-ps_li-ps-e-n-s-t	60.67	6.74	58.13	4.97	64.47	5.75
RE05-Prettenhofer	ps_ps-e-l-n-t-s	55.59	4.68	58.13	4.14	58.73	4.13
RE01-Klinger	sc-pt_sc-pt-n-v	76.87	13.3	58.12	8.83	80.57	10.05
RE01-Klinger	lt_lt-n-l	75.36	12.31	58.11	9.3	80.18	9.38
SM06-Momtazi	sc-ps_sc-ps-e-v	55.49	8.3	58.11	6.35	59.56	6.49
RE04-Guhr	lt_r-n	62.2	8.81	58.11	7.01	64.81	8.62
NA01-Bütow	lt_r-n-v	52.01	11.16	58.11	9.38	57.72	9.42
RE05-Prettenhofer	lt_lt-e-n-l-v	61.07	7.06	58.1	8.08	58.37	8.53
RE04-Guhr	li_li-e-n-l-s	61.5	5.66	58.1	4.17	65.01	4.75
RE02-Sänger	li_r-e	54.65	9.55	58.1	9.09	62.78	8.75
RE04-Guhr	li_li-e-l-n-s	61.5	5.66	58.1	4.17	65.01	4.75
RE05-Prettenhofer	sc_sc-e-n-l	59.42	4.16	58.09	5.81	58.89	5.61
RE05-Prettenhofer	sc_sc-e-n	59.42	4.16	58.09	5.81	58.89	5.61
RE01-Klinger	li-pt_li-pt-e	75.51	13.75	58.09	10.08	80.03	10.96
MI01-Clematide	ss_r-t-v	54.4	10.18	58.09	9.02	57.96	10.26
RE05-Prettenhofer	li_li-e-l-s	59.59	4.61	58.08	7.06	59	6.69
RE04-Guhr	li_li-s	63.37	7.48	58.08	5.8	65.57	6.19
RE02-Sänger	ss_r-e-l-n-t-v	55.02	9.06	58.08	6.98	62.35	7.4
