Corpus	Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std
RE02-Sänger	r_r-s	37.45	12.35	44.29	11	47.82	11.58
LT03-Schmidt	ps_ps-e-l-n-s-v	41.75	11.59	44.29	8.75	46.78	9.2
LT02-Schmidt	li-pt_li-pt-e-l-s-t	36.95	7.45	44.29	6.39	44.57	6.96
SM05-Siegel	sc_sc-l-n-s-t-v	41.03	5.11	44.29	3.99	45.25	5.18
LT02-Schmidt	li-pt_li-pt-e-l-n-t-s	36.95	7.45	44.29	6.39	44.57	6.96
SM03-Narr	pt_pt-v	35.88	13.45	44.28	10.44	44.97	10.61
NA01-Bütow	ss_r-n	34.5	10.17	44.28	8.6	43.66	8.65
LT03-Schmidt	li_li-e-n-l-s	40.24	4.43	44.27	4.19	45.26	3.82
LT03-Schmidt	li_li-n-l-s	40.24	4.43	44.27	4.19	45.26	3.82
LT03-Schmidt	li_li-e-l-n-s	40.24	4.43	44.27	4.19	45.26	3.82
LT02-Schmidt	li-ps_li-ps-e-l-s-t	36.74	7.7	44.27	6.72	44.5	7.39
LT02-Schmidt	li_r-e-n-s-t	36.49	9	44.27	7.77	44.19	8.36
LT02-Schmidt	li-ps_li-ps-e-l-n-t-s	36.74	7.7	44.27	6.72	44.5	7.39
LT03-Schmidt	li-ps_li-ps-e-l-s-t	40.47	4.63	44.26	4.12	45.95	3.83
LT02-Schmidt	sc-pt_sc-pt-l-n-s-t	36.91	7.74	44.26	6.45	44.66	7.17
LT03-Schmidt	li-ps_li-ps-l-n-s-t	40.47	4.63	44.26	4.12	45.95	3.83
LT03-Schmidt	li-ps_li-ps-e-l-n-t-s	40.47	4.63	44.26	4.12	45.95	3.83
SM01-Cieliebak	li-ps_li-ps-s	35.94	6.25	44.24	5.49	45.84	5.88
SM01-Cieliebak	ss_r-s-v	36.82	10.07	44.24	7.61	45.49	7.48
SM02-Sidarenka	lt-pt_lt-pt-l	38.02	9.21	44.24	5.45	46.78	7.41
LT02-Schmidt	ss_r-l-v	38.77	12.4	44.24	8.7	44.65	10.03
LT03-Schmidt	lt-pt_lt-pt-e-l-n-s	39.89	4.88	44.24	4.47	45.37	4.63
LT03-Schmidt	li_r-e-l-s-t	40.11	5.9	44.24	4.87	45.6	4.85
SM01-Cieliebak	c_r-l-n-s-t	35.19	9.39	44.24	8.34	45.26	8.71
LT03-Schmidt	li_r-l-n-s-t	40.11	5.9	44.24	4.87	45.6	4.85
LT03-Schmidt	li_r-e-l-n-t-s	40.11	5.9	44.24	4.87	45.6	4.85
MI02-Wojatzki	lt_lt-e-n-t	42.34	12.24	44.23	7.67	50.06	11.93
MI02-Wojatzki	lt_lt-n-l-t	42.4	12.34	44.23	7.88	50.13	12.07
MI02-Wojatzki	lt_lt-e-t	42.34	12.24	44.23	7.67	50.06	11.93
MI02-Wojatzki	lt_lt-l-t	42.4	12.34	44.23	7.88	50.13	12.07
SM03-Narr	c_r-n-v	36.41	14.06	44.23	10.64	44.88	10.97
SM03-Narr	pt_pt-s-v	35.01	12.92	44.23	10.6	44.75	10.73
SM02-Sidarenka	li-pt_li-pt-l	37.46	9.62	44.21	5.99	46.75	7.48
LT03-Schmidt	lt-pt_lt-pt-e-l-s-t	39.97	5.4	44.21	4.69	45.54	4.83
LT03-Schmidt	lt-pt_lt-pt-l-n-s-t	39.97	5.4	44.21	4.69	45.54	4.83
LT03-Schmidt	lt-pt_lt-pt-e-l-n-t-s	39.97	5.4	44.21	4.69	45.54	4.83
LT03-Schmidt	li-pt_li-pt-l	42.66	10.04	44.2	8.6	44.61	12.15
LT02-Schmidt	pt_pt-e-l-n-t-v	38.13	15	44.2	11.3	44.37	12.69
MI02-Wojatzki	li_li-n-t	41.23	11.07	44.19	7.23	49.63	10.61
MI02-Wojatzki	li_li-t	41.23	11.07	44.19	7.23	49.63	10.61
LT03-Schmidt	c_r-s	38.97	10.13	44.19	7.82	44.79	9.79
RE03-Du	r_r-s-v	39.97	15.71	44.19	11.47	47.81	12.92
LT02-Schmidt	li-pt_li-pt-e-l-n-s	36.83	7.48	44.19	6.6	44.37	7.11
MI03-Rauh	ps_ps-t-v	36.91	14.52	44.18	10.38	43.91	10.65
MI03-Rauh	ps_ps-e-l-s-t-v	36.68	13.45	44.18	10.06	44.01	10.23
MI03-Rauh	ps_ps-l-n-s-t-v	36.68	13.45	44.18	10.06	44.01	10.23
MI03-Rauh	ps_ps-e-l-n-t-s-v	36.68	13.45	44.18	10.06	44.01	10.23
SM05-Siegel	sc_sc-e-n-v-s	41.43	5.27	44.17	4.19	45.22	5.24
LT03-Schmidt	li_li-e-l-t-s	40.21	4.61	44.17	4.18	45.41	3.78
LT03-Schmidt	li_li-n-l-t-s	40.21	4.61	44.17	4.18	45.41	3.78
LT03-Schmidt	li_li-l-t-s	40.21	4.61	44.17	4.18	45.41	3.78
SM05-Siegel	sc_sc-e-l-n-s-v	41.43	5.27	44.17	4.19	45.22	5.24
LT03-Schmidt	li_li-e-l-s-t	40.21	4.61	44.17	4.18	45.41	3.78
LT02-Schmidt	sc-pt_sc-pt-e-l-s-t	36.9	7.66	44.17	6.4	44.59	7.12
LT02-Schmidt	sc-pt_sc-pt-e-n-s-t	36.9	7.66	44.17	6.4	44.59	7.12
LT03-Schmidt	li_li-l-n-s-t	40.21	4.61	44.17	4.18	45.41	3.78
LT03-Schmidt	li_li-e-l-n-t-s	40.21	4.61	44.17	4.18	45.41	3.78
LT02-Schmidt	sc-pt_sc-pt-e-l-n-t-s	36.9	7.66	44.17	6.4	44.59	7.12
NA01-Bütow	ps_ps-e	34.39	12.82	44.15	11.62	43.21	11.65
LT02-Schmidt	li-ps_li-ps-e-l-n-s	36.57	7.53	44.15	6.71	44.24	7.34
SM01-Cieliebak	ss_r-v	37.1	10.48	44.14	7.53	45.42	7.41
NA01-Bütow	ss_r-t	34.35	10.39	44.14	8.75	43.52	8.79
SM02-Sidarenka	lt_lt-n-l-s	36.39	8.88	44.12	6.8	46.52	7.45
LT03-Schmidt	lt-ps_lt-ps	42.29	9.51	44.12	7.22	44.8	10.64
LT03-Schmidt	lt-ps_lt-ps-e	42.29	9.51	44.12	7.22	44.8	10.64
MI02-Wojatzki	ss-ps_ss-ps-e-l-s-t-v	41.93	9.89	44.12	6.47	49.55	8.85
MI02-Wojatzki	ss-ps_ss-ps-e-n-s-t-v	41.93	9.89	44.12	6.47	49.54	8.85
MI02-Wojatzki	ss-ps_ss-ps-e-l-n-t-s-v	41.93	9.89	44.12	6.47	49.55	8.85
SM02-Sidarenka	lt_lt-n-l-t-s	36.23	9.02	44.11	6.93	46.36	7.56
SM02-Sidarenka	lt_lt-l-t-s	36.23	9.02	44.11	6.93	46.36	7.56
LT03-Schmidt	r_r-t	39.55	9.94	44.11	7.01	45.97	8.54
SM02-Sidarenka	lt_lt-l-n-s-t	36.23	9.02	44.11	6.93	46.36	7.56
NA02-Ploch	sc_r-e-n-s-t	35.78	11.62	44.1	11.28	46.89	11.6
LT03-Schmidt	c_r	40.53	10.11	44.09	7.77	45.02	10.67
SM02-Sidarenka	lt-pt_lt-pt	37.88	9.15	44.09	5.39	46.65	7.36
LT03-Schmidt	c_r-e	40.53	10.11	44.09	7.77	45.02	10.67
MI03-Rauh	pt_pt-n-v	37.35	15.21	44.09	11.25	43.85	11.4
LT03-Schmidt	lt-ps_lt-ps-e-n-s-t	39.97	6.09	44.09	5.23	45.69	5.38
SM02-Sidarenka	li_li-n-l-t-s	36.22	9.62	44.08	7.22	46.32	8.03
SM02-Sidarenka	li_li-n-l-s	36.35	9.49	44.08	7.09	46.46	7.93
SM02-Sidarenka	li_li-l-t-s	36.22	9.62	44.08	7.22	46.32	8.03
SM03-Narr	sc_r-v	37.33	12.5	44.08	8.75	45.6	8.39
SM02-Sidarenka	lt-pt_lt-pt-s	35.71	8.72	44.08	6.24	46.22	7.09
SM03-Narr	ps_ps-s-v	34.95	13.31	44.08	11	44.59	11.06
MI02-Wojatzki	ss-ps_ss-ps-e-l-n-s-v	42.1	9.78	44.08	6.43	49.63	8.88
SM02-Sidarenka	li_li-l-n-s-t	36.22	9.62	44.08	7.22	46.32	8.03
LT02-Schmidt	sc-ps_sc-ps-l-n-s-t	36.68	7.6	44.08	6.55	44.4	7.25
NA01-Bütow	ps_ps	34.32	12.86	44.07	11.67	43.15	11.69
LT03-Schmidt	lt-ps_lt-ps-n	40.79	6.07	44.07	4.89	45.34	6.28
LT02-Schmidt	lt_r-e-n-s-t	36.37	8.21	44.07	6.78	44.16	7.45
MI02-Wojatzki	lt_lt-n-t	42.21	12.44	44.06	7.74	50.11	12.02
LT02-Schmidt	lt_r	38.22	8.72	44.06	7.35	43.65	9.14
MI02-Wojatzki	lt_lt-t	42.21	12.44	44.06	7.74	50.11	12.02
MI02-Wojatzki	ss-ps_ss-ps-l-n-s-t-v	41.74	10.4	44.06	6.89	49.58	9.27
NA01-Bütow	ps_ps-e-n-s-t	33.1	12.64	44.04	11.87	43.29	11.84
LT03-Schmidt	lt_r-e-n-s-t	39.53	5.76	44.04	4.76	45.5	4.76
SM01-Cieliebak	ss_r-n-v	36.37	9.57	44.02	6.28	45	6.49
LT02-Schmidt	sc-ps_sc-ps-e-l-s-t	36.62	7.55	44.01	6.53	44.32	7.2
LT02-Schmidt	sc-ps_sc-ps-e-n-s-t	36.62	7.55	44.01	6.53	44.32	7.2
LT02-Schmidt	sc-ps_sc-ps-e-l-n-t-s	36.62	7.55	44.01	6.53	44.32	7.2
LT03-Schmidt	ps_ps-e-l-n-t	38.89	6.9	43.99	5.23	44.9	6.04
SM06-Momtazi	r_r-e-n-s-t-v	36.62	10.96	43.99	8.31	45.09	8.35
SM03-Narr	c_r	35.13	11.4	43.98	10.51	45.01	10.52
MI03-Rauh	pt_pt-t-v	37.08	15.64	43.98	11.66	43.72	11.83
SM06-Momtazi	ps_ps	37.36	9.46	43.97	7.43	45.7	7.66
LT03-Schmidt	lt_r	42.18	9.01	43.97	7.84	44.48	11.4
LT03-Schmidt	lt_r-e	42.18	9.01	43.97	7.84	44.48	11.4
LT02-Schmidt	ss-pt_ss-pt-l-n-s-t	36.28	8.35	43.97	7.07	44.13	7.76
SM01-Cieliebak	c_r-l	36.26	9.02	43.96	7.46	45.48	7.85
LT03-Schmidt	lt_lt-e-n-l-s	39.68	5.01	43.95	4.69	44.91	4.66
LT03-Schmidt	lt_lt-n-l-s	39.68	5.01	43.95	4.69	44.91	4.66
LT03-Schmidt	lt_lt-e-l-n-s	39.68	5.01	43.95	4.69	44.91	4.66
LT03-Schmidt	ss_ss-e-n-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-e-l-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-n-l-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-e-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-n-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-l-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-t-s	40.53	3.46	43.94	2.52	45.12	3.06
SM06-Momtazi	r_r-e-l-s-t	36.66	8.37	43.94	6.95	45.62	7.19
LT03-Schmidt	ss_ss-e-l-s-t	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-e-n-s-t	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	ss_ss-l-n-s-t	40.53	3.46	43.94	2.52	45.12	3.06
SM06-Momtazi	r_r-e-l-n-t-s	36.66	8.37	43.94	6.95	45.62	7.19
LT03-Schmidt	ss_ss-e-l-n-t-s	40.53	3.46	43.94	2.52	45.12	3.06
LT03-Schmidt	li_li-e-n-s	39.95	4.84	43.93	4.1	44.86	4.69
LT03-Schmidt	li_li-n-s	39.95	4.84	43.93	4.1	44.86	4.69
LT03-Schmidt	lt-pt_lt-pt	43	10.68	43.93	7.84	44.7	11.55
NA01-Bütow	pt_pt-e	34.38	12.97	43.93	11.62	43.05	11.7
LT03-Schmidt	lt-pt_lt-pt-e	43	10.68	43.93	7.84	44.7	11.55
LT02-Schmidt	sc-pt_sc-pt-e-l-n-s	36.48	7.92	43.93	6.85	44.04	7.48
SM04-Mozetič	ss_r-v	36.45	13.95	43.92	9.87	44.95	9.67
MI02-Wojatzki	ss_ss-l-v	44.22	10.81	43.9	8.24	49.46	12.28
MI02-Wojatzki	ss_ss-v	44.22	10.81	43.9	8.24	49.45	12.28
LT02-Schmidt	lt_r-e	38.07	8.7	43.9	7.37	43.47	9.17
SM06-Momtazi	ps_ps-n	36.49	8.47	43.9	6.43	45.39	6.89
MI02-Wojatzki	ss_ss-l-v	44.22	10.81	43.9	8.24	49.46	12.28
LT02-Schmidt	ss-pt_ss-pt-e-l-s-t	36.24	8.3	43.9	7.05	44.06	7.72
LT02-Schmidt	ss-pt_ss-pt-e-n-s-t	36.24	8.3	43.9	7.05	44.06	7.72
LT02-Schmidt	ss-pt_ss-pt-e-l-n-t-s	36.24	8.3	43.9	7.05	44.06	7.72
SM02-Sidarenka	li-pt_li-pt	36.77	9.47	43.89	6.45	46.37	7.61
SM05-Siegel	sc-ps_sc-ps-e-v	40.06	9.14	43.89	6.57	44.71	8.18
LT03-Schmidt	li-ps_li-ps-e-l-n-s	39.87	4.82	43.89	4.41	45.3	4.12
SM05-Siegel	ss_ss-e-l-v-s	41.02	7.11	43.88	6.7	44.08	9.1
SM05-Siegel	ss_ss-e-v-s	41.02	7.11	43.88	6.7	44.08	9.1
SM03-Narr	pt_pt-l	35.45	10.67	43.88	8.98	45.06	9.19
LT02-Schmidt	c_r-e-l-n-s-v	38.11	12.77	43.88	10.08	44.33	10.51
SM06-Momtazi	pt_pt	37.07	9.59	43.87	7.82	45.41	7.9
SM03-Narr	ps_ps-v	35.5	13.85	43.87	10.78	44.48	10.92
SM03-Narr	sc_r-t-v	36.56	11.96	43.87	7.93	45.24	7.8
SM06-Momtazi	pt_pt-n	36.36	8.55	43.86	6.53	45.24	6.89
SM02-Sidarenka	li-ps_li-ps-l	37.2	9.67	43.86	6.02	46.46	7.57
SM04-Mozetič	pt_pt-e-n-s-t	34.18	7.05	43.86	6.3	45.42	6.1
MI02-Wojatzki	ss_ss-e-l-v	44.13	10.61	43.85	8.18	49.23	12.16
MI02-Wojatzki	ss_ss-e-v	44.13	10.61	43.85	8.18	49.23	12.16
NA01-Bütow	pt_pt	34.31	13.01	43.85	11.66	42.98	11.74
MI02-Wojatzki	ss_ss-e-v	44.13	10.61	43.85	8.18	49.23	12.16
LT02-Schmidt	sc-ps_sc-ps-e-l-n-s	36.3	7.32	43.85	6.3	43.92	6.93
NA01-Bütow	pt_pt-e-n-s-t	32.97	12.75	43.85	12.01	43.09	11.96
MI02-Wojatzki	sc_sc-e-n-l-t	41.81	9.89	43.84	6.83	49.19	9.97
LT03-Schmidt	lt_lt-e-n-t-s	39.84	5.3	43.84	4.74	45.2	4.71
MI02-Wojatzki	sc_sc-e-n-t	41.81	9.89	43.84	6.83	49.19	9.97
MI02-Wojatzki	sc_sc-e-l-t	41.81	9.89	43.84	6.83	49.19	9.97
LT03-Schmidt	lt_lt-e-t-s	39.84	5.3	43.84	4.74	45.2	4.71
LT03-Schmidt	lt_lt-n-t-s	39.84	5.3	43.84	4.74	45.2	4.71
MI02-Wojatzki	sc_sc-e-t	41.81	9.89	43.84	6.83	49.19	9.97
LT03-Schmidt	lt_lt-t-s	39.84	5.3	43.84	4.74	45.2	4.71
MI02-Wojatzki	sc_sc-e-l-n-t	41.81	9.89	43.84	6.83	49.19	9.97
LT03-Schmidt	lt_lt-e-n-s-t	39.84	5.3	43.84	4.74	45.2	4.71
SM03-Narr	c_r-t	34.63	11.71	43.83	10.3	44.68	10.59
LT03-Schmidt	pt_pt-t	38.5	8.41	43.82	6.95	44.8	7.55
SM03-Narr	sc_r-s-v	36.22	11.05	43.82	8.52	45.31	8.2
LT03-Schmidt	lt-pt_lt-pt-e-n-s-t	39.5	5.38	43.82	4.79	45.11	4.82
LT03-Schmidt	li_r-e-n-s-t	38.95	6.85	43.81	5.84	44.63	5.84
SM01-Cieliebak	ss_r-t-v	35.99	9.8	43.8	6.47	44.8	6.68
SM06-Momtazi	r_r-e-l-n-s	36.8	8.61	43.8	7.22	45.55	7.43
SM02-Sidarenka	ss-ps_ss-ps-l-n-s-t-v	37.41	14.94	43.8	10.28	45.96	11.65
MI02-Wojatzki	sc_sc-n-l-t	41.75	10.01	43.78	6.87	49.3	10.02
MI02-Wojatzki	sc_sc-n-t	41.75	10.01	43.78	6.87	49.3	10.02
MI02-Wojatzki	sc_sc-l-t	41.75	10.01	43.78	6.87	49.3	10.02
MI02-Wojatzki	sc_sc-t	41.75	10.01	43.78	6.87	49.3	10.02
SM06-Momtazi	r_r-l	38.46	10.45	43.78	8.43	45.41	8.58
LT03-Schmidt	li-ps_li-ps-l	42.53	10.64	43.78	8.97	44.14	12.78
LT02-Schmidt	ss-ps_ss-ps-l-n-s-t	35.85	8.14	43.78	7.01	43.85	7.68
SM05-Siegel	ss_ss-n-l-t-v	41.19	5.57	43.77	5.19	44.64	6.62
SM05-Siegel	ss_ss-n-t-v	41.19	5.57	43.77	5.19	44.64	6.62
SM05-Siegel	ss_ss-l-t-v	41.19	5.57	43.77	5.19	44.64	6.62
SM05-Siegel	ss_ss-t-v	41.19	5.57	43.77	5.19	44.64	6.62
SM02-Sidarenka	lt-pt_lt-pt-t	36.9	9.45	43.77	6.16	46.14	7.54
SM05-Siegel	ss_ss-t-v	41.19	5.57	43.77	5.19	44.64	6.62
LT03-Schmidt	ss_ss-e-n-l-s	40.24	3.83	43.76	3.17	44.67	3.51
LT03-Schmidt	ss_ss-e-n-s	40.24	3.83	43.76	3.17	44.67	3.51
LT03-Schmidt	ss_ss-n-l-s	40.24	3.83	43.76	3.17	44.67	3.51
LT03-Schmidt	ss_ss-n-s	40.24	3.83	43.76	3.17	44.67	3.51
RE03-Du	r_r-s	39	11.71	43.76	9.1	48.29	10.29
LT03-Schmidt	ss_ss-e-l-n-s	40.24	3.83	43.76	3.17	44.67	3.51
SM04-Mozetič	ps_ps-e-n-s-t	34.12	6.98	43.76	6.26	45.33	6.06
LT03-Schmidt	li_r-e-l-n-s	39.63	5.41	43.75	4.85	44.81	4.55
SM05-Siegel	sc-ps_sc-ps-l-n-s-t-v	38.54	8.48	43.75	5.35	44.69	6.72
SM06-Momtazi	ps_ps-s	35.66	8.96	43.74	7.97	45.14	8.08
SM02-Sidarenka	lt-pt_lt-pt-n	36.95	9.26	43.73	6.03	46.2	7.44
MI02-Wojatzki	r_r-e-l-n-s-v	44.33	9.59	43.73	5.46	52.85	7.4
LT02-Schmidt	sc_r-e-l-n-t-v	37.04	12.42	43.73	8.23	44.1	9.34
LT02-Schmidt	ss-ps_ss-ps-e-l-s-t	35.78	8.06	43.72	6.95	43.76	7.59
LT02-Schmidt	ss-ps_ss-ps-e-n-s-t	35.78	8.06	43.72	6.95	43.76	7.59
LT02-Schmidt	ss-ps_ss-ps-e-l-n-t-s	35.78	8.06	43.72	6.95	43.76	7.59
LT02-Schmidt	r_r-e-l-n-s-v	39.73	7.44	43.71	6.46	45.96	6
MI02-Wojatzki	lt_lt-e-n-l	41.7	12	43.69	7.65	49.25	11.94
LT03-Schmidt	c_r-n	38.82	8.96	43.69	7.41	44.65	8.36
NA01-Bütow	ps_ps-s	33.19	13.16	43.69	12.54	42.89	12.61
LT02-Schmidt	r_r-e-l-n-t-v	40.23	8.98	43.69	6.96	45.93	7.18
NA01-Bütow	pt_pt-s	33.16	13.31	43.68	12.7	42.88	12.75
SM04-Mozetič	ss_r-s-v	35.39	12.4	43.68	9.56	44.68	9.36
LT03-Schmidt	lt_r-e-l-n-s	39.39	5.23	43.68	4.89	44.79	4.7
MI03-Rauh	pt_pt-v	37.27	16.07	43.67	11.8	43.35	12.15
MI03-Rauh	pt_pt-e-v	37.27	16.07	43.67	11.8	43.35	12.15
SM02-Sidarenka	lt_lt-n-s	35.73	8.81	43.65	6.81	45.99	7.44
SM02-Sidarenka	sc-pt_sc-pt	35.92	8.55	43.65	5.95	45.79	6.64
SM02-Sidarenka	sc-pt_sc-pt-l	35.92	8.55	43.65	5.95	45.79	6.64
LT02-Schmidt	ss_r-l-n-s-t-v	36.85	9.1	43.65	6.81	44.16	7.2
SM04-Mozetič	ss_r-n-v	36.02	13.37	43.64	9.11	44.66	9.09
MI02-Wojatzki	li_li-e-n	40.6	10.7	43.63	6.97	48.74	10.44
SM06-Momtazi	pt_pt-s	35.37	9.25	43.63	8.28	44.86	8.31
LT03-Schmidt	sc_r-e-n-s-t-v	39.88	9.26	43.63	6.84	45.75	7.3
SM06-Momtazi	sc_r-l-n-s-t	35.39	6.7	43.63	5.97	44.77	6.14
RE03-Du	r_r-n	39.43	11.16	43.62	7.93	47.83	9.57
MI02-Wojatzki	r_r-e-l-n-t-v	44.44	10.67	43.62	5.6	52.69	8.29
MI02-Wojatzki	r_r-e-l-s-t-v	44.09	9.8	43.62	5.64	52.68	7.53
MI02-Wojatzki	r_r-e-l-n-t-s-v	44.09	9.8	43.62	5.64	52.68	7.53
SM05-Siegel	sc-ps_sc-ps-e-l-n-s-v	39.1	8.29	43.61	5.74	44.55	7.11
MI02-Wojatzki	lt_lt-e-n	41.61	12.11	43.6	7.55	49.31	11.91
NA01-Bütow	ss_r-e	34.37	10.81	43.6	9.33	42.94	9.61
SM03-Narr	c_r-n	34.58	11.42	43.6	10.05	44.53	10.31
SM02-Sidarenka	lt-ps_lt-ps-l	37.06	9.42	43.6	5.63	46.5	7.08
LT02-Schmidt	ss_r-t-v	36.98	13.11	43.59	9.25	43.77	10.19
MI02-Wojatzki	lt_r-e-l-n-t	40.65	11.42	43.58	7.19	48.47	10.82
MI02-Wojatzki	li_li-e-n-l-t	40.67	10.19	43.57	6.78	48.51	10.03
MI02-Wojatzki	li_li-e-l-t	40.67	10.19	43.57	6.78	48.51	10.03
SM02-Sidarenka	lt_lt-n-t-s	35.53	8.98	43.57	6.98	45.77	7.58
MI02-Wojatzki	lt_lt-n-l	41.64	12.2	43.57	7.72	49.34	12.04
SM02-Sidarenka	lt_lt-t-s	35.53	8.98	43.57	6.98	45.77	7.58
SM02-Sidarenka	sc-pt_sc-pt-s	35.14	8.93	43.57	6.99	45.83	7.38
MI02-Wojatzki	li_li-e-l-n-t	40.67	10.19	43.57	6.78	48.51	10.03
SM05-Siegel	ss_ss-e-n-t-v	41.11	5.72	43.55	5.32	44.56	6.6
SM05-Siegel	ss_ss-e-l-t-v	41.11	5.72	43.55	5.32	44.56	6.6
SM05-Siegel	sc_sc-e-t-v-s	40.46	4.88	43.55	3.75	44.61	4.98
SM05-Siegel	ss_ss-e-t-v	41.11	5.72	43.55	5.32	44.56	6.6
SM01-Cieliebak	sc_r-l-v	36.32	10.8	43.55	7.56	44.88	7.5
SM05-Siegel	ss_ss-e-l-n-t-v	41.11	5.72	43.55	5.32	44.56	6.6
SM05-Siegel	sc_sc-e-l-s-t-v	40.46	4.88	43.55	3.75	44.61	4.98
SM05-Siegel	sc_sc-e-n-s-t-v	40.46	4.88	43.55	3.75	44.61	4.98
SM05-Siegel	sc_sc-e-l-n-t-s-v	40.46	4.88	43.55	3.75	44.61	4.98
SM05-Siegel	ss-ps_ss-ps-n-v	38.06	7.58	43.54	4.79	43.92	6.21
RE03-Du	r_r-e-n-s-t	38.19	11.83	43.54	9.23	47.71	10.55
SM05-Siegel	sc_sc-l-v-s	41.03	6.78	43.53	6.27	43.49	8.63
SM05-Siegel	sc_sc-v-s	41.03	6.78	43.53	6.27	43.49	8.63
MI02-Wojatzki	li_li-n	40.5	10.89	43.53	7.07	48.86	10.52
LT02-Schmidt	c_r-t-v	37.15	14.2	43.53	10.89	44.09	12.05
SM05-Siegel	sc_sc-s-v	41.03	6.78	43.53	6.27	43.49	8.63
SM03-Narr	c_r-s	33.81	10.93	43.52	10.51	44.48	10.52
RE03-Du	r_r-e-n-s-t-v	38.88	15.84	43.52	12	46.96	13.17
MI03-Rauh	ps_ps-e-n-s-t-v	35.81	14.01	43.52	10.73	43.29	10.94
NA01-Bütow	ss_r	34.29	10.81	43.51	9.35	42.86	9.62
SM02-Sidarenka	li-pt_li-pt-n	35.96	9.32	43.51	6.61	45.79	7.6
LT02-Schmidt	ss_r-e-l-s-t-v	36.73	9.11	43.51	6.87	43.98	7.24
LT02-Schmidt	ss_r-e-l-n-t-s-v	36.73	9.11	43.51	6.87	43.98	7.24
MI03-Rauh	ps_ps-v	36.86	15.13	43.5	10.8	43.08	11.33
MI03-Rauh	ps_ps-e-v	36.86	15.13	43.5	10.8	43.08	11.33
MI03-Rauh	ss_r-e-l-n-t	35.08	10.12	43.5	7.58	42.87	8.09
LT02-Schmidt	c_r-l-n-s-t-v	37.7	13.18	43.5	10.24	43.98	11.03
MI02-Wojatzki	li_li-n-l-t	40.57	10.37	43.49	6.88	48.61	10.13
MI02-Wojatzki	li_li-l-t	40.57	10.37	43.49	6.88	48.61	10.13
RE03-Du	r_r-e	39.84	11.24	43.49	8.12	47.83	9.68
RE03-Du	r_r-t	39.34	11.23	43.49	8.14	47.74	9.62
SM02-Sidarenka	li-pt_li-pt-t	35.87	9.5	43.49	6.76	45.68	7.75
SM02-Sidarenka	li-ps_li-ps	36.44	9.35	43.48	6.37	46	7.55
MI02-Wojatzki	li_r-e-l-n-t	40.19	11.04	43.48	7.35	48.16	10.69
LT03-Schmidt	ps_ps-t	38.03	7.71	43.46	6.16	44.32	6.91
SM03-Narr	ps_ps-l	35.15	10.65	43.46	9	44.8	9.25
MI02-Wojatzki	lt_lt-n	41.49	12.31	43.45	7.62	49.36	12.02
SM05-Siegel	ss-ps_ss-ps-t-v	37.66	7.89	43.45	4.88	43.78	6.43
SM04-Mozetič	sc_r-l-v	35.8	13.61	43.45	9.08	44.39	9.08
SM05-Siegel	ss-ps_ss-ps-e-l-n-t-v	37.9	8.1	43.45	5.07	43.83	6.66
RE03-Du	r_r	39.78	11.25	43.44	8.13	47.77	9.69
LT03-Schmidt	pt_pt-s	37.95	10.43	43.44	7.96	44	10.01
SM03-Narr	sc_r-n-v	36.48	11.69	43.42	7.81	44.88	7.67
SM02-Sidarenka	li-pt_li-pt-s	35.06	9.13	43.42	7.07	45.56	7.73
MI02-Wojatzki	lt_lt-e-l-t-s	39.48	8.41	43.41	5.99	48.04	8.28
LT03-Schmidt	sc_r-s-v	39.88	10.9	43.41	7.58	44.75	8.99
LT03-Schmidt	li-pt_li-pt-e-l-n-s	39.16	4.2	43.41	3.82	44.7	3.94
MI02-Wojatzki	lt_lt-e-l-s-t	39.48	8.41	43.41	5.99	48.04	8.28
MI02-Wojatzki	lt_lt-e-l-n-t-s	39.48	8.41	43.41	5.99	48.04	8.28
LT03-Schmidt	ps_ps-s	38.08	10.59	43.4	8.15	44.03	10.43
LT02-Schmidt	ss-pt_ss-pt-e-l-n-s	35.52	8.09	43.4	7.12	43.32	7.65
MI02-Wojatzki	sc-pt_sc-pt-e-l-n-t	39.41	9.12	43.4	6.48	48.06	9.07
LT02-Schmidt	c_r-e-l-s-t-v	37.63	12.94	43.4	10.08	43.87	10.81
LT02-Schmidt	c_r-e-l-n-t-s-v	37.63	12.94	43.4	10.08	43.87	10.81
LT02-Schmidt	r_r-e-l-s-t-v	39.25	7.2	43.39	6	45.58	5.79
LT02-Schmidt	r_r-e-l-n-t-s-v	39.25	7.2	43.39	6	45.58	5.79
MI02-Wojatzki	li_li-e-l-t-s	39.49	8.71	43.38	6.26	48.06	8.54
