Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std	LT-Acc	LT-Acc-Std	LT-F1-Macro	LT-F1-Macro-Std	LT-F1-Weighted	LT-F1-Weighted-Std	MI-Acc	MI-Acc-Std	MI-F1-Macro	MI-F1-Macro-Std	MI-F1-Weighted	MI-F1-Weighted-Std	NA-Acc	NA-Acc-Std	NA-F1-Macro	NA-F1-Macro-Std	NA-F1-Weighted	NA-F1-Weighted-Std	RE-Acc	RE-Acc-Std	RE-F1-Macro	RE-F1-Macro-Std	RE-F1-Weighted	RE-F1-Weighted-Std	SM-Acc	SM-Acc-Std	SM-F1-Macro	SM-F1-Macro-Std	SM-F1-Weighted	SM-F1-Weighted-Std
lt-ps_lt-ps-l-n-s-t	44.87421053	11.55578947	49.48789474	9.301052632	53.11157895	10.21842105	41.05263158	5.041052632	47.66736842	5.759473684	48.27789474	5.382631579	42.05473684	8.723157895	48.86	8.733157895	50.00263158	7.944736842	45.77210526	12.75736842	48.58842105	18.09631579	56.28684211	9.456842105	57.77894737	9.095263158	56.29684211	4.400526316	63.78947368	8.464210526	36.99210526	5.685263158	45.48736842	5.579473684	46.59421053	5.882631579
lt_r	46.92736842	13.09789474	49.48315789	9.642631579	53.19631579	11.96947368	42.08736842	6.026315789	46.92473684	6.374736842	46.85578947	6.961052632	43.93	9.05	48.62157895	9.022631579	50.07684211	8.153157895	46.34263158	14.07105263	47.66526316	17.21	55.01789474	12.24	60.64842105	11.23631579	56.05947368	5.258947368	64.21947368	11.05526316	39.70631579	5.803157895	46.61789474	5.02	47.83105263	6.208421053
ps_ps-e-l-n-t-s-v	46.5025	10.8875	49.47375	8.6325	53.61875	9.69625	40.01875	4.76875	45.13625	4.04375	46.205	4.15375	40.2325	7.17625	45.73	7.4975	47.565	6.62625	43.2975	10.00125	45.37375	13.7325	53.4025	7.63875	58.20875	9.96125	55.75	5.20625	63.1275	9.13375	44.72375	7.94125	50.335	6.5525	52.53875	7.885
ps_ps-e-l-s-t-v	46.5025	10.8875	49.47375	8.6325	53.61875	9.69625	40.01875	4.76875	45.13625	4.04375	46.205	4.15375	40.2325	7.17625	45.73	7.4975	47.565	6.62625	43.2975	10.00125	45.37375	13.7325	53.4025	7.63875	58.20875	9.96125	55.75	5.20625	63.1275	9.13375	44.72375	7.94125	50.335	6.5525	52.53875	7.885
lt-ps_lt-ps-n	46.17210526	12.58157895	49.46789474	9.423157895	53.19947368	11.21578947	41.52263158	4.489473684	47.25631579	5.265263158	47.58315789	5.058947368	42.33421053	8.787368421	48.29	9.079473684	49.02052632	7.930526316	46.38	14.48157895	48.49421053	18.59526316	55.76473684	11.61947368	60.30736842	10.74684211	56.35894737	4.092105263	64.69684211	10.21526316	38.53210526	5.835789474	45.91105263	5.316315789	47.23578947	6.085263158
li-pt_li-pt	46.96210526	12.73789474	49.44473684	9.394210526	53.19631579	11.57736842	43.56842105	6.387894737	48.15473684	6.511578947	48.18052632	7.128421053	43.17684211	8.076842105	48.30947368	8.675263158	49.39894737	7.548421053	45.91684211	14.45894737	47.47947368	17.52526316	54.72210526	12.25736842	60.47526316	10.77736842	55.46	4.875263158	63.86894737	10.65421053	39.80736842	5.881052632	46.62631579	4.866315789	47.94736842	6.103157895
ps_ps-e-l-n-s-v	46.55	10.74375	49.40125	8.55875	53.54875	9.60125	40.075	4.5825	45.19375	4.0475	46.23	4.06625	40.47875	7.045	45.87875	7.3925	47.75125	6.54625	43.35875	10.04	45.2375	13.5575	53.29	7.63875	58.00375	9.72	55.475	5.02125	62.8075	9.01875	44.8675	7.9975	50.28875	6.63375	52.52	7.99375
pt_pt-e-v	46.55625	12.12	49.3525	9.205	53.38125	11.1	40.415	5.9975	45.43375	4.9	46.14875	5.29375	40.5075	8.68125	45.74625	8.89125	47.54	8.0925	42.3825	10.2375	43.995	12.84875	51.74	9.60875	58.10375	12.94875	55.33	5.82	62.57375	11.43375	45.11375	9.35375	50.8125	8.1325	53.0825	9.67
ss_r-l-v	47.42	11.94125	49.3525	8.86875	53.37125	10.50875	45.54	7.08375	49.1825	5.5075	50.63125	6.59625	47.325	11.955	50.87125	10.76625	52.81875	9.79875	44.39375	7.565	45.1725	11.615	53.81125	7.05375	59.63875	9.23125	55.3225	4.58875	62.80125	8.9225	39.74	6.165	45.7975	5.7025	46.9425	6.45
lt-pt_lt-pt-l	47.75	13.16894737	49.35052632	9.466315789	53.22105263	12.11631579	44.58	6.231052632	48.26157895	6.715263158	48.57684211	7.000526316	43.53	8.246315789	47.71736842	8.773157895	48.83	7.727894737	46.83421053	15.43578947	47.39526316	17.07526316	54.76052632	13.17157895	60.87736842	11.35	54.64526316	5.218421053	63.23210526	11.62210526	40.96789474	6.228421053	47.27736842	5.285263158	48.62842105	6.648947368
sc-ps_sc-ps-s	45.69052632	12.73842105	49.35	9.835789474	52.98736842	11.36368421	42.97210526	6.701052632	49.22578947	7.090526316	49.23315789	7.696315789	41.74105263	9.463157895	47.71	9.755263158	48.63631579	8.833157895	44.91315789	14.35	47.43157895	18.61157895	54.47684211	11.64894737	59.43263158	11.28368421	55.77894737	4.902105263	64.08736842	10.58736842	37.95842105	5.782105263	45.82842105	5.515789474	47.04526316	6.418947368
ps_ps-e-v	46.365	12.00125	49.3225	9.2725	53.28125	11.0475	40.6025	6.10875	45.7325	5.1675	46.47375	5.515	40.35	8.2275	45.7175	8.65625	47.4575	7.805	42.04875	9.64125	43.79125	12.82625	51.43375	9.4	57.72625	12.755	55.365	5.8	62.40875	11.30375	44.94125	9.68125	50.6475	8.52625	52.91625	10.0675
r_r-e-l-n-t-v	47.34375	11.69375	49.2725	8.99875	53.565	10.5775	44.32625	6.475	47.685	5.2075	49.52875	5.32125	46.31875	7.77375	50.02125	7.9975	53.09	6.9925	39.97125	9.22	41.83625	11.01375	49.80875	9.46375	59.29125	11.26	55.55	5.32625	63.3275	10.705	43.095	9.19125	48.17875	8.06625	49.565	9.23125
ss-ps_ss-ps-s	45.20263158	13.05210526	49.25421053	9.985789474	52.77105263	11.62210526	42.26105263	6.839473684	48.83526316	7.015789474	48.89368421	7.73	40.92421053	9.192631579	47.32157895	9.418947368	48.07947368	8.701052632	44.41052632	14.47	47.26947368	18.53	54.31684211	11.65	59.53473684	11.59263158	56.48315789	5.065789474	64.40631579	10.80263158	37.26157895	6.012631579	45.40368421	5.672105263	46.58473684	6.583157895
lt-pt_lt-pt	47.60157895	13.19736842	49.25368421	9.498421053	53.1	12.14578947	44.21526316	6.138947368	48.05947368	6.747894737	48.25473684	6.923684211	43.45421053	8.244736842	47.66157895	8.731052632	48.77894737	7.781578947	46.61736842	15.44894737	47.26578947	17.10473684	54.59315789	13.24736842	60.81	11.41210526	54.61631579	5.231052632	63.18894737	11.63105263	40.85157895	6.217894737	47.17157895	5.287368421	48.53105263	6.644736842
lt-ps_lt-ps-l	46.96315789	13.22210526	49.19421053	9.493684211	53.04210526	11.91	43.45052632	5.757368421	48.15263158	6.452105263	48.32157895	6.792631579	42.16315789	9.008421053	47.39842105	9.458947368	48.08	8.549473684	46.19631579	15.06894737	47.35473684	17.77789474	54.59578947	12.49368421	61.04736842	11.81210526	55.23473684	4.882105263	64.07894737	11.52315789	39.76842105	6.062631579	46.49947368	5.213684211	47.90842105	6.441052632
ss-ps_ss-ps-l	45.82421053	13.12052632	49.18578947	9.729473684	52.85105263	11.69157895	42.93842105	6.382631579	48.75947368	6.66	48.98210526	7.252105263	41.35894737	8.863684211	47.34526316	9.088421053	48.02210526	8.382105263	44.42684211	13.98421053	46.78368421	17.96894737	53.88631579	11.33263158	60.45894737	11.74157895	56.32578947	4.864736842	64.67526316	11.07684211	38.00473684	6.214736842	45.57315789	5.677894737	46.82842105	6.643684211
ss-ps_ss-ps	45.82421053	13.12052632	49.18526316	9.729473684	52.85105263	11.69157895	42.93842105	6.382631579	48.75947368	6.66	48.98210526	7.252105263	41.35894737	8.864210526	47.34473684	9.088947368	48.02157895	8.382631579	44.42684211	13.98421053	46.78368421	17.96894737	53.88631579	11.33263158	60.45894737	11.74157895	56.32578947	4.864736842	64.67526316	11.07684211	38.00473684	6.214736842	45.57263158	5.677894737	46.82842105	6.643684211
li-ps_li-ps-l	46.94631579	12.93315789	49.17684211	9.481052632	52.94052632	11.84631579	43.45684211	6.757368421	47.66631579	6.871578947	47.63789474	7.713157895	42.89368421	8.502105263	47.99157895	8.905263158	49.07894737	7.948947368	46.33105263	15.01947368	47.63684211	17.68368421	54.83631579	12.81105263	60.31157895	11.03631579	55.03684211	4.691052632	63.51473684	10.75315789	39.88368421	5.896842105	46.41052632	5.038947368	47.76263158	6.346842105
sc-pt_sc-pt-l-n-s-t	44.71526316	11.61789474	49.11684211	9.367368421	52.76473684	10.36210526	40.03263158	5.631052632	46.21736842	6.077894737	46.90368421	5.784736842	42.02421053	8.175789474	48.62	8.317894737	49.81789474	7.046315789	45.42631579	12.43263158	48.26631579	17.99105263	55.84263158	9.529473684	58.02631579	9.316315789	56.29789474	4.641578947	63.90684211	8.593684211	36.95578947	5.066842105	45.25210526	5.05	46.34473684	5.477894737
c_r-e-l-n-s	44.84315789	11.37157895	49.05052632	9.315263158	52.87105263	10.58052632	38.94894737	6.565263158	45.93	7.120526316	46.22842105	7.159473684	37.95894737	6.153157895	45.07526316	7.023684211	46.19105263	6.100526316	40.79578947	12.02157895	44.67263158	16.21631579	51.46842105	9.627368421	57.24210526	10.01631579	55.57789474	5.271052632	63.33842105	9.675789474	42.92526316	8.076315789	49.34684211	7.043157895	51.50894737	8.791052632
li-ps_li-ps	46.48684211	12.81105263	49.04631579	9.410526316	52.77947368	11.66368421	43.35052632	6.412631579	47.96105263	6.495789474	48.01473684	7.208947368	42.66263158	8.396315789	47.89736842	8.852105263	48.95842105	8.046315789	45.91631579	14.69578947	47.55263158	17.62421053	54.67368421	12.47263158	59.76736842	11.03105263	54.91578947	4.652631579	63.28578947	10.70263158	39.18842105	5.717368421	46.02105263	4.886315789	47.37210526	6.105263158
ss-ps_ss-ps-n	45.02473684	12.82368421	49.04473684	9.78	52.66052632	11.42263158	40.86210526	4.867368421	47.29368421	5.030526316	47.64473684	5.181578947	41.18421053	8.873684211	47.71315789	9.225263158	48.40052632	8.237894737	44.81	14.53578947	47.93052632	19.11263158	54.91631579	11.77578947	59.63947368	11.01736842	56.57210526	4.335263158	64.75631579	10.16473684	36.95789474	5.911052632	44.86684211	5.634210526	46.08894737	6.306315789
lt-ps_lt-ps	46.74210526	13.25631579	49.04315789	9.537894737	52.86526316	11.95368421	43.13105263	5.718947368	47.91105263	6.482105263	48.03684211	6.679473684	41.98368421	9.018421053	47.21736842	9.408421053	47.90736842	8.578947368	46.07263158	15.07842105	47.31578947	17.82789474	54.50421053	12.48263158	60.88263158	11.83842105	55.18368421	4.840526316	63.98894737	11.51105263	39.48263158	6.055789474	46.26736842	5.278947368	47.66736842	6.485789474
r_r-e-l-n-s-v	46.51375	10.7375	48.87375	8.33625	53.12125	9.6225	43.09375	6.15	46.74625	4.72	48.6725	5.045	45.705	6.88625	49.5225	7.3375	52.63	6.3475	39.425	7.87125	41.94	10.91	49.77375	7.18625	58.1475	9.8075	54.95625	4.855	62.67	9.4575	42.48	8.4925	48.01125	7.22	49.30625	8.35875
r_r-e-l-n-t-s-v	46.3625	10.94375	48.86375	8.5225	53.09625	9.84125	42.78375	6.13875	46.53375	4.67875	48.45375	4.95125	45.38625	7.02125	49.33125	7.32125	52.41125	6.3825	39.47	8.12875	42.19125	11.085	49.98875	7.61125	58.2075	10.0625	55.17625	5.14875	62.895	9.68	42.21375	8.5975	47.87125	7.295	49.1525	8.44375
r_r-e-l-s-t-v	46.3625	10.94375	48.86375	8.5225	53.09625	9.84125	42.78375	6.13875	46.53375	4.67875	48.45375	4.95125	45.38625	7.02125	49.33125	7.32125	52.41125	6.3825	39.47	8.12875	42.19125	11.085	49.98875	7.61125	58.2075	10.0625	55.17625	5.14875	62.895	9.68	42.21375	8.5975	47.87125	7.295	49.1525	8.44375
ss_r-e-n-s-t-v	45.98	10.6175	48.8075	8.38375	52.9875	9.53	37.905	7.19125	43.1825	5.51625	44.38625	6.32	42.22	9.78625	47.56625	9.1325	48.72625	7.45	40.9325	6.25875	43.915	11.635	51.82875	5.6925	57.57625	8.00625	54.4475	4.525	62.2025	7.6575	44.76375	7.7175	49.99	5.9575	52.31375	7.68375
sc-ps_sc-ps-l-n-s-t	44.24473684	11.67894737	48.77578947	9.436315789	52.37368421	10.44526316	40.07578947	5.374736842	46.38315789	5.935789474	47.13421053	5.615789474	41.44947368	8.543684211	48.02631579	8.611578947	49.16210526	7.625789474	45.23210526	12.61	48.17684211	18.12842105	55.64421053	9.887894737	57.35	9.603684211	55.91894737	4.708421053	63.37473684	8.858421053	36.31526316	5.113684211	44.69	5.081578947	45.79736842	5.510526316
ss-pt_ss-pt-l-n-s-t	44.10421053	11.93210526	48.74789474	9.574736842	52.31526316	10.63	39.19	5.368421053	45.79578947	6.065789474	46.36052632	5.862105263	41.23842105	8.576842105	48.12210526	8.87	49.16210526	7.499473684	44.48473684	12.79105263	47.64842105	17.93157895	55.06368421	9.801578947	57.87368421	9.321578947	56.32105263	4.798947368	63.88315789	8.604210526	36.33	5.441052632	44.77526316	5.314736842	45.85368421	5.778421053
c_r-e-n-s-t-v	45.20125	11.6325	48.6675	9.1275	52.6625	10.3975	38.37125	5.01125	44.03125	3.685	44.88375	4.06625	38.9325	9.0125	44.70875	8.9475	46.40875	8.19125	42.69625	10.87375	45.25875	14.3275	53.01625	9.295	57.18375	11.53375	55.2375	5.65	62.41375	10.145	43.02125	8.08875	49.19375	6.92375	51.37375	8.12875
sc_r-e-v	46.47	12.73125	48.6475	9.8	52.70875	12.06	39.855	5.78625	44.9675	4.78625	45.755	5.595	40.26875	9.9525	45.125	9.68625	46.35	9.025	40.2825	7.54375	42.4075	10.67	49.90125	8.955	58.625	11.28875	54.46	6.32875	62.23125	11.3525	45.8475	10.9025	50.52625	9.49875	52.83	11.525
sc_r-e-l-n-s-v	46.145	11.10625	48.57375	8.6625	52.86	10.1375	40.7225	7.1525	45.84875	6.0925	47.13	6.46875	41.79	11.58	46.8675	10.50625	48.34625	9.45625	39.975	5.21125	42.37125	10.335	50.225	4.5025	57.98875	8.5475	54.265	3.86375	62.3125	8.84375	44.25125	9.4075	49.14375	8.12875	51.42375	9.735
sc_r-e-l-n-t-s-v	45.88875	11.17625	48.5525	8.80375	52.80125	10.22125	40.61125	7.125	45.78625	5.9325	47.1475	6.44875	41.68	12.0625	47.0775	11.10625	48.45875	10.01875	39.81	5.47625	42.4825	10.37625	50.23	5.09375	57.6975	8.655	54.22	4.295	62.22125	8.89625	43.825	9.5425	48.985	8.22125	51.235	9.80875
sc_r-e-l-s-t-v	45.88875	11.17625	48.5525	8.80375	52.80125	10.22125	40.61125	7.125	45.78625	5.9325	47.1475	6.44875	41.68	12.0625	47.0775	11.10625	48.45875	10.01875	39.81	5.47625	42.4825	10.37625	50.23	5.09375	57.6975	8.655	54.22	4.295	62.22125	8.89625	43.825	9.5425	48.985	8.22125	51.235	9.80875
pt_pt-l-v	46.30125	13.14875	48.48	9.2875	52.42125	11.5575	43.08125	6.94	47.52125	6.2	47.98625	6.56125	42.74375	7.4875	47.53375	8.2625	49.5475	7.07875	44.4675	11.3125	45.3	13.7875	53.6075	9.98	61.72625	12.15625	56.8825	5.32125	64.86375	11.055	37.74625	6.8375	44.02	5.92125	45.11125	6.78125
pt_pt-e-l-n-t	44.43842105	12.65842105	48.44947368	9.555263158	52.23210526	11.50736842	38.89736842	5.167368421	45.72473684	5.06	45.99578947	5.379473684	37.20052632	6.952105263	44.30105263	7.73	45.23157895	6.743684211	38.94947368	11.27368421	42.59684211	14.75473684	49.31263158	9.427368421	58.64736842	12.65263158	56.23842105	6.056842105	64.04	11.43842105	41.73263158	8.352105263	48.32421053	7.257894737	50.47421053	9.034736842
ss_r-l-n-s-t-v	45.4325	10.5525	48.39375	8.22125	52.3575	9.2425	41.9175	7	46.4275	5.31625	47.9775	5.965	45.37125	10.68625	49.87125	9.64375	51.67625	8.59125	43.23	6.14125	45.2975	12.47125	53.73625	5.11375	57.805	7.6	54.745	4.2525	62.23	7.425	38.00125	5.08625	44.8925	4.77	45.975	5.0825
ss-ps_ss-ps-l-n-s-t	43.49526316	11.92842105	48.28631579	9.603157895	51.79210526	10.68578947	38.73526316	5.23	45.58421053	5.586842105	46.09842105	5.594210526	40.55526316	8.704210526	47.50684211	8.884210526	48.41684211	7.832631579	44.23526316	13.44789474	47.46	18.30315789	54.73736842	10.49315789	57.01421053	9.412105263	55.69947368	4.905789474	63.21315789	8.662631579	35.70947368	5.661052632	44.26052632	5.562105263	45.33894737	6.046842105
ss_r-e-l-n-t	44.48736842	11.59368421	48.22736842	8.83	52.06473684	10.73473684	40.00894737	6.011578947	46.28	5.056842105	47.10157895	5.905789474	39.41105263	9.033157895	45.77157895	8.806315789	46.93052632	8.375789474	38.58105263	7.976842105	42.44421053	12.61947368	49.08578947	7.532631579	56.40894737	11.33421053	54.07736842	5.594210526	61.62789474	10.72631579	42.28105263	8.285263158	48.44789474	7.527894737	50.63947368	9.012105263
ps_ps-e-l-n-t	43.65842105	12.85684211	47.86947368	9.742631579	51.59157895	11.73210526	38.07263158	4.504736842	45.24842105	4.614210526	45.43789474	4.805263158	36.04631579	7.461578947	43.42684211	8.189473684	44.12368421	7.263157895	38.51842105	11.78631579	42.47368421	15.33105263	49.06684211	9.900526316	57.86526316	12.89421053	55.71473684	6.237368421	63.46210526	11.57894737	40.98842105	8.819473684	47.56315789	7.655263158	49.77473684	9.600526316
c_r-e	43.93684211	12.39947368	47.75052632	9.451052632	51.50421053	11.74421053	38.96473684	6.357368421	45.08578947	5.968947368	45.30263158	6.312631579	37.26526316	7.535789474	43.59526316	7.932631579	44.89789474	7.653684211	39.51842105	11.38789474	42.74684211	14.51368421	49.30789474	10.64105263	55.87631579	13.25578947	53.59263158	6.419473684	61.25263158	12.28157895	42.02157895	9.055263158	48.79789474	7.973684211	50.88473684	9.850526316
ps_ps-l-v	45.175	12.925	47.73	9.39875	51.545	11.525	42.6675	6.68625	47.56875	6.37625	48.08	6.72625	41.76125	7.5575	46.7925	8.3975	48.7325	7.1825	43.8875	11.10125	44.8875	13.965	53.11125	9.7775	59.90625	12.14125	55.97	5.31875	63.56625	11.00375	36.4975	6.75	42.8275	5.94625	43.88125	6.9875
ps_ps-e-n-s-t-v	43.77125	11.67375	47.66	9.015	51.60375	10.41625	37.6725	5.2225	43.64	3.90375	44.44875	4.32875	37.43	8.77625	43.73	8.645	45.22125	7.92875	40.68625	9.8475	43.65	13.6175	51.295	8.43375	55.77125	12.23375	54.23875	6.215	61.37875	10.6775	41.54125	8.255	48.16625	6.9975	50.38125	8.2825
pt_pt-e-n-s-t-v	43.83	11.85375	47.62625	9.11875	51.5975	10.60625	37.16375	4.97625	43.14375	3.72875	43.9125	4.10625	37.445	9.3475	43.6525	9.01375	45.165	8.41625	40.705	10.0425	43.6375	13.49	51.3075	8.72375	56.14375	12.26625	54.3675	6.225	61.66875	10.66375	41.6525	8.23875	48.22875	7.025	50.41125	8.355
c_r-l	44.79736842	13.46315789	47.61684211	9.846315789	51.27315789	12.43842105	42.42842105	7.475789474	47.47894737	7.83	47.49947368	8.608947368	40.53157895	7.129473684	46.07894737	7.961578947	47.60315789	7.313157895	42.29157895	12.99052632	44.23789474	15.68	51.38894737	11.54631579	59.51421053	12.57578947	55.17842105	6.340526316	63.25894737	12.17526316	37.10263158	6.399473684	43.84	5.632631579	44.95105263	7.159473684
sc_r-l-v	45.2625	12.9675	47.5675	9.54125	51.56	11.7625	43.93625	7.70125	48.36125	6.99125	49.5975	7.7	43.7975	12.85375	48.08	11.91125	49.8775	11.15625	41.81625	7.01125	43.39375	11.11375	51.58625	6.70625	59.35875	10.65625	54.72125	4.94375	62.64	10.76625	36.6375	6.935	43.04375	6.73	44.1425	7.53125
pt_pt-l-n-s-t-v	44.33875	12.06875	47.5475	9.1125	51.41	10.63	40.6075	5.485	45.4825	4.60375	46.41625	4.655	40.9275	6.74875	46.15875	7.33375	48.1625	6.2225	43.38625	9.51125	45.0325	13.675	53.4475	6.99625	59.2825	10.2325	56.3475	5.1975	63.945	9.36375	35.9325	6.17625	43.19875	5.815	44.0675	6.18875
ss_r-s-v	44.84	12.42375	47.525	9.0475	51.39	10.87	40.2825	6.1375	45.3	4.24125	46.19375	5.17125	43.86875	11.1875	48.495	10.6575	49.73625	9.03875	41.7375	7.65125	43.69875	12.38	51.94	7.08375	59.50125	9.64125	55.09625	4.25	62.88125	8.985	36.94	5.5725	43.7575	5.21	44.9625	5.69
ss_r-v	45.16625	12.1375	47.4225	8.865	51.32625	10.805	42.09	6.28	46.46125	4.28875	47.575	5.4475	44.24375	10.85375	48.3225	10.0875	49.6575	9.065	42.4175	7.76875	43.45875	11.46	51.8825	8.23125	58.2	9.54625	54.095	4.70875	61.66625	9.11625	37.68125	5.665	43.8775	5.1875	45.1425	5.76125
ss_r-n-v	44.67375	11.28125	47.4175	8.44625	51.36	9.89875	41.2875	6.52875	46.2275	4.6	47.395	5.6475	43.5125	10.165	48.05375	9.425	49.45125	8.1925	42.49375	7.4125	44.3375	12.72125	52.60875	7.2175	57.5725	9.14875	54.01375	4.3975	61.6975	8.6425	37.29125	5.11625	43.74375	4.59125	45.06625	4.995
ss_r-t-v	44.53375	11.89	47.4	8.8525	51.315	10.46125	40.95	6.40375	45.96875	4.86125	47.08	5.59375	42.88625	10.255	47.685	9.6425	48.98625	8.29625	41.8575	7.24375	43.74375	12.32375	52.06625	6.9025	58.60875	10.11375	55.05875	4.79375	62.7525	9.37	36.75	5.59375	43.42375	5.315	44.6925	5.66875
c_r-l-n-s-t	42.55105263	12.34	47.33947368	9.85	50.85684211	11.22105263	39.31052632	6.457368421	46.24578947	6.983684211	46.68052632	6.970526316	38.12263158	6.312105263	45.25578947	7.366842105	46.51631579	6.140526316	41.34684211	12.32578947	45.11315789	17.03052632	52.23842105	9.847368421	57.46894737	10.37578947	56.02368421	5.435263158	63.60684211	9.767368421	34.56105263	5.956315789	42.80315789	5.889473684	43.80368421	6.532105263
pt_pt-e-l-n-t-s	42.26	11.46263158	47.31631579	9.396315789	50.99368421	10.68	36.61	6.391052632	43.97157895	6.864736842	44.49263158	6.779473684	35.67315789	6.527368421	43.30263158	7.113684211	44.39684211	6.461578947	38.01052632	10.88631579	42.66421053	15.32263158	49.25473684	9.183684211	54.84105263	10.41421053	54.55842105	5.514210526	61.76894737	9.575789474	40.01894737	8.112631579	47.29105263	7.096842105	49.43473684	8.754736842
pt_pt-e-l-s-t	42.26	11.46263158	47.31631579	9.396315789	50.99368421	10.68	36.61	6.391052632	43.97157895	6.864736842	44.49263158	6.779473684	35.67315789	6.527368421	43.30263158	7.113684211	44.39684211	6.461578947	38.01052632	10.88631579	42.66421053	15.32263158	49.25473684	9.183684211	54.84105263	10.41421053	54.55842105	5.514210526	61.76894737	9.575789474	40.01894737	8.112631579	47.29105263	7.096842105	49.43473684	8.754736842
r_r-e-l-n-t	43.57578947	12.07210526	47.13052632	9.476842105	50.99578947	11.31526316	40.63263158	7.311052632	46.17842105	6.792631579	47.35	7.318421053	41.94473684	7.117894737	47.47105263	7.663157895	49.76736842	6.667894737	35.96368421	8.516315789	39.50473684	11.62789474	46.24368421	8.608947368	55.77473684	11.44052632	53.50736842	5.897368421	61.15526316	11.09947368	39.50368421	9.193157895	45.94	8.633684211	47.33894737	9.884736842
r_r-e-v	44.17125	11.1425	47.04125	8.795	51.03	10.48125	43.00125	7.00375	46.44625	5.05625	48.635	5.74375	43.8625	8.80875	47.28875	8.18125	50.6975	8.52625	37.45	7.98	39.5275	8.95	47.07375	9.31125	52.41875	11.4125	51.235	6.18	57.82125	10.585	41.40125	9.81	47.47875	9.25	48.715	10.09125
ss_r-e-l-n-t-s	42.10105263	10.38684211	47.03157895	8.665789474	50.70473684	9.871578947	36.40315789	5.865263158	43.48631579	5.584210526	44.36894737	6.051578947	37.49736842	8.561052632	44.96842105	8.687894737	45.85684211	8.062631579	36.73631579	6.599473684	42.01157895	13.03263158	48.38684211	6.137368421	53.39473684	9.228421053	52.98105263	5.427894737	60.22263158	8.954736842	40.52315789	8.164210526	47.38789474	7.286842105	49.52368421	9.048947368
ss_r-e-l-s-t	42.10105263	10.38684211	47.03157895	8.665789474	50.70473684	9.871578947	36.40315789	5.865263158	43.48631579	5.584210526	44.36894737	6.051578947	37.49736842	8.561052632	44.96842105	8.687894737	45.85684211	8.062631579	36.73631579	6.599473684	42.01157895	13.03263158	48.38684211	6.137368421	53.39473684	9.228421053	52.98105263	5.427894737	60.22263158	8.954736842	40.52315789	8.164210526	47.38789474	7.286842105	49.52368421	9.048947368
pt_pt-e-l-n-s	41.91263158	11.26894737	46.92315789	9.267368421	50.60315789	10.60736842	36.44315789	6.576842105	43.81	7.011578947	44.19736842	7.038947368	35.34631579	6.537894737	42.90578947	6.954210526	43.96368421	6.514210526	37.56473684	11.01157895	42.24736842	15.36210526	48.74	9.366842105	54.08789474	10.12473684	53.71210526	5.405789474	61.08631579	9.540526316	39.96052632	8.133157895	47.16736842	7.092105263	49.32105263	8.823684211
ps_ps-l-n-s-t-v	43.33375	11.77	46.86125	9.04375	50.6475	10.465	40.01125	4.7875	45.145	4.065	46.21625	4.16875	40.035	7.2675	45.50125	7.7275	47.445	6.71375	43.22375	9.9425	45.085	14.11	53.4075	7.5725	57.465	10.2125	55.2475	5.16125	62.51	9.2625	34.925	6.115	42.29625	5.88375	43.205	6.265
c_r-e-n-s-t	41.49578947	12.07421053	46.74894737	9.770526316	50.27473684	11.30947368	35.73736842	5.160526316	43.29315789	5.196842105	43.51526316	5.157894737	33.98	7.771578947	41.56789474	7.961578947	42.52526316	7.697368421	38.70526316	12.33947368	43.42526316	16.38157895	49.75	10.90368421	53.86947368	11.88421053	53.92684211	6.188947368	60.94526316	10.68842105	39.21789474	8.711578947	46.75	7.726842105	48.89894737	9.307894737
c_r-t-v	43.36625	12.7075	46.72	9.46625	50.42375	11.41	40.895	5.07	46.1275	3.8525	46.99125	4.33375	41.2175	8.63125	46.17875	8.945	48.33	8.175	43.28875	10.1675	44.595	13.36125	52.9575	9.5375	57.43625	12.65625	55.27125	6.26875	62.28	11.15375	33.98875	6.0725	41.225	5.96875	42.0425	6.11
sc_r-e-l-n-t	42.75	11.83315789	46.69421053	9.077368421	50.51684211	11.29684211	39.40526316	6.345789474	46.16947368	5.784736842	46.78157895	6.475263158	37.07578947	9.618421053	43.86526316	9.78	44.68578947	9.347368421	36.46894737	7.225263158	40.39421053	11.28	47.00315789	7.318947368	54.68315789	11.56421053	52.45631579	5.597894737	60.24578947	11.26	40.45473684	9.194736842	46.71894737	8.453684211	48.95421053	10.14473684
ps_ps-e-l-n-t-s	41.49157895	11.41	46.68894737	9.332631579	50.36052632	10.67631579	36.16894737	5.472105263	43.75052632	5.816842105	44.31421053	5.823157895	34.56210526	6.853157895	42.28526316	7.327368421	43.32157895	6.876315789	37.81947368	11.27052632	42.57105263	15.57473684	49.05578947	9.647894737	53.65578947	10.43473684	53.64473684	5.654210526	60.81473684	9.575789474	39.32	8.431052632	46.62263158	7.297894737	48.84631579	9.041578947
ps_ps-e-l-s-t	41.49157895	11.41	46.68894737	9.332631579	50.36052632	10.67631579	36.16894737	5.472105263	43.75052632	5.816842105	44.31421053	5.823157895	34.56210526	6.853157895	42.28526316	7.327368421	43.32157895	6.876315789	37.81947368	11.27052632	42.57105263	15.57473684	49.05578947	9.647894737	53.65578947	10.43473684	53.64473684	5.654210526	60.81473684	9.575789474	39.32	8.431052632	46.62263158	7.297894737	48.84631579	9.041578947
